jahr,szenario,korridor,beitragssatz_obergrenze,referenzausgaben_mrd_euro,beitragsbasis_status_quo_mrd_euro,zusatzbasis_erwerbstaetige_mrd_euro,beitragsbasis_reform_mrd_euro,beitragseinnahmen_mrd_euro,bestandsschutz_zuschuss_mrd_euro,sonstige_einnahmen_mrd_euro,leistbares_ausgabenvolumen_mrd_euro,finanzierungsluecke_vs_referenz_mrd_euro,leistungsfaktor_vs_referenz,notiz
2035,alt,ziel_20_prozent,0.200000,620.703,2013.262,125.041,2138.303,427.661,75.003,4.089,506.753,113.951,0.816417,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2035,alt,stabil_22_prozent,0.220000,620.703,2013.262,125.041,2138.303,470.427,75.003,4.089,549.519,71.185,0.885316,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2035,alt,obergrenze_24_prozent,0.240000,620.703,2013.262,125.041,2138.303,513.193,75.003,4.089,592.285,28.419,0.954215,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2036,alt,ziel_20_prozent,0.200000,647.943,2044.983,129.376,2174.359,434.872,70.625,4.191,509.687,138.256,0.786623,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2036,alt,stabil_22_prozent,0.220000,647.943,2044.983,129.376,2174.359,478.359,70.625,4.191,553.174,94.769,0.853739,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2036,alt,obergrenze_24_prozent,0.240000,647.943,2044.983,129.376,2174.359,521.846,70.625,4.191,596.662,51.282,0.920854,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2037,alt,ziel_20_prozent,0.200000,676.222,2077.033,133.805,2210.838,442.168,66.341,4.296,512.804,163.418,0.758337,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2037,alt,stabil_22_prozent,0.220000,676.222,2077.033,133.805,2210.838,486.384,66.341,4.296,557.021,119.201,0.823725,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2037,alt,obergrenze_24_prozent,0.240000,676.222,2077.033,133.805,2210.838,530.601,66.341,4.296,601.238,74.985,0.889112,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2038,alt,ziel_20_prozent,0.200000,705.577,2109.407,138.330,2247.737,449.547,62.165,4.403,516.116,189.461,0.731480,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2038,alt,stabil_22_prozent,0.220000,705.577,2109.407,138.330,2247.737,494.502,62.165,4.403,561.070,144.507,0.795194,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2038,alt,obergrenze_24_prozent,0.240000,705.577,2109.407,138.330,2247.737,539.457,62.165,4.403,606.025,99.552,0.858907,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2039,alt,ziel_20_prozent,0.200000,725.865,2149.888,143.470,2293.358,458.672,58.108,4.513,521.293,204.573,0.718167,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2039,alt,stabil_22_prozent,0.220000,725.865,2149.888,143.470,2293.358,504.539,58.108,4.513,567.160,158.705,0.781357,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2039,alt,obergrenze_24_prozent,0.240000,725.865,2149.888,143.470,2293.358,550.406,58.108,4.513,613.027,112.838,0.844547,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2040,alt,ziel_20_prozent,0.200000,743.105,2191.075,148.752,2339.827,467.965,54.176,4.626,526.767,216.338,0.708873,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2040,alt,stabil_22_prozent,0.220000,743.105,2191.075,148.752,2339.827,514.762,54.176,4.626,573.563,169.541,0.771848,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2040,alt,obergrenze_24_prozent,0.240000,743.105,2191.075,148.752,2339.827,561.558,54.176,4.626,620.360,122.745,0.834822,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2041,alt,ziel_20_prozent,0.200000,760.753,2232.977,154.179,2387.156,477.431,50.374,4.742,532.546,228.206,0.700026,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2041,alt,stabil_22_prozent,0.220000,760.753,2232.977,154.179,2387.156,525.174,50.374,4.742,580.290,180.463,0.762783,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2041,alt,obergrenze_24_prozent,0.240000,760.753,2232.977,154.179,2387.156,572.917,50.374,4.742,628.033,132.720,0.825541,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2042,alt,ziel_20_prozent,0.200000,778.820,2275.605,159.754,2435.359,487.072,46.704,4.860,538.635,240.184,0.691605,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2042,alt,stabil_22_prozent,0.220000,778.820,2275.605,159.754,2435.359,535.779,46.704,4.860,587.343,191.477,0.754144,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2042,alt,obergrenze_24_prozent,0.240000,778.820,2275.605,159.754,2435.359,584.486,46.704,4.860,636.050,142.770,0.816684,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2043,alt,ziel_20_prozent,0.200000,797.315,2318.969,165.479,2484.448,496.890,43.166,4.982,545.037,252.278,0.683590,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2043,alt,stabil_22_prozent,0.220000,797.315,2318.969,165.479,2484.448,546.579,43.166,4.982,594.726,202.589,0.745911,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2043,alt,obergrenze_24_prozent,0.240000,797.315,2318.969,165.479,2484.448,596.268,43.166,4.982,644.415,152.900,0.808231,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2044,alt,ziel_20_prozent,0.200000,816.250,2363.079,171.359,2534.438,506.888,39.759,5.106,551.753,264.497,0.675961,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2044,alt,stabil_22_prozent,0.220000,816.250,2363.079,171.359,2534.438,557.576,39.759,5.106,602.442,213.808,0.738061,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2044,alt,obergrenze_24_prozent,0.240000,816.250,2363.079,171.359,2534.438,608.265,39.759,5.106,653.131,163.119,0.800160,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2045,alt,ziel_20_prozent,0.200000,835.633,2407.945,177.397,2585.342,517.068,36.483,5.234,558.785,276.848,0.668697,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2045,alt,stabil_22_prozent,0.220000,835.633,2407.945,177.397,2585.342,568.775,36.483,5.234,610.492,225.141,0.730574,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2045,alt,obergrenze_24_prozent,0.240000,835.633,2407.945,177.397,2585.342,620.482,36.483,5.234,662.199,173.435,0.792451,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2046,alt,ziel_20_prozent,0.200000,855.477,2453.578,183.180,2636.757,527.351,33.337,5.365,566.053,289.424,0.661681,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2046,alt,stabil_22_prozent,0.220000,855.477,2453.578,183.180,2636.757,580.087,33.337,5.365,618.788,236.689,0.723325,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2046,alt,obergrenze_24_prozent,0.240000,855.477,2453.578,183.180,2636.757,632.822,33.337,5.365,671.523,183.954,0.784969,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2047,alt,ziel_20_prozent,0.200000,875.791,2499.987,189.111,2689.098,537.820,30.322,5.499,573.640,302.151,0.654996,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2047,alt,stabil_22_prozent,0.220000,875.791,2499.987,189.111,2689.098,591.602,30.322,5.499,627.422,248.369,0.716406,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2047,alt,obergrenze_24_prozent,0.240000,875.791,2499.987,189.111,2689.098,645.383,30.322,5.499,681.204,194.587,0.777816,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2048,alt,ziel_20_prozent,0.200000,896.587,2547.183,195.195,2742.377,548.475,27.441,5.636,581.553,315.034,0.648630,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2048,alt,stabil_22_prozent,0.220000,896.587,2547.183,195.195,2742.377,603.323,27.441,5.636,636.401,260.187,0.709803,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2048,alt,obergrenze_24_prozent,0.240000,896.587,2547.183,195.195,2742.377,658.171,27.441,5.636,691.248,205.339,0.770977,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2049,alt,ziel_20_prozent,0.200000,917.877,2595.176,201.433,2796.609,559.322,24.700,5.777,589.799,328.078,0.642569,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2049,alt,stabil_22_prozent,0.220000,917.877,2595.176,201.433,2796.609,615.254,24.700,5.777,645.731,272.146,0.703505,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2049,alt,obergrenze_24_prozent,0.240000,917.877,2595.176,201.433,2796.609,671.186,24.700,5.777,701.663,216.214,0.764442,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2050,alt,ziel_20_prozent,0.200000,939.671,2643.977,207.830,2851.807,570.361,22.104,5.921,598.387,341.284,0.636805,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2050,alt,stabil_22_prozent,0.220000,939.671,2643.977,207.830,2851.807,627.397,22.104,5.921,655.423,284.248,0.697503,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2050,alt,obergrenze_24_prozent,0.240000,939.671,2643.977,207.830,2851.807,684.434,22.104,5.921,712.459,227.212,0.758201,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2051,alt,ziel_20_prozent,0.200000,961.982,2693.596,214.388,2907.984,581.597,19.663,6.070,607.329,354.654,0.631330,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2051,alt,stabil_22_prozent,0.220000,961.982,2693.596,214.388,2907.984,639.756,19.663,6.070,665.489,296.494,0.691789,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2051,alt,obergrenze_24_prozent,0.240000,961.982,2693.596,214.388,2907.984,697.916,19.663,6.070,723.648,238.334,0.752247,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2052,alt,ziel_20_prozent,0.200000,984.823,2744.044,221.110,2965.154,593.031,17.384,6.221,616.636,368.187,0.626139,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2052,alt,stabil_22_prozent,0.220000,984.823,2744.044,221.110,2965.154,652.334,17.384,6.221,675.939,308.884,0.686356,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2052,alt,obergrenze_24_prozent,0.240000,984.823,2744.044,221.110,2965.154,711.637,17.384,6.221,735.242,249.581,0.746573,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2053,alt,ziel_20_prozent,0.200000,1008.206,2795.330,228.001,3023.331,604.666,15.279,6.377,626.322,381.883,0.621225,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2053,alt,stabil_22_prozent,0.220000,1008.206,2795.330,228.001,3023.331,665.133,15.279,6.377,686.789,321.417,0.681199,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2053,alt,obergrenze_24_prozent,0.240000,1008.206,2795.330,228.001,3023.331,725.599,15.279,6.377,747.256,260.950,0.741174,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2054,alt,ziel_20_prozent,0.200000,1032.143,2847.466,235.063,3082.529,616.506,13.356,6.536,636.398,395.745,0.616579,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2054,alt,stabil_22_prozent,0.220000,1032.143,2847.466,235.063,3082.529,678.156,13.356,6.536,698.049,334.094,0.676310,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2054,alt,obergrenze_24_prozent,0.240000,1032.143,2847.466,235.063,3082.529,739.807,13.356,6.536,759.699,272.444,0.736041,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2055,alt,ziel_20_prozent,0.200000,1056.648,2900.461,242.300,3142.761,628.552,11.620,6.700,646.872,409.776,0.612192,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2055,alt,stabil_22_prozent,0.220000,1056.648,2900.461,242.300,3142.761,691.407,11.620,6.700,709.727,346.921,0.671678,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2055,alt,obergrenze_24_prozent,0.240000,1056.648,2900.461,242.300,3142.761,754.263,11.620,6.700,772.582,284.066,0.731163,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2056,alt,ziel_20_prozent,0.200000,1081.734,2954.327,249.714,3204.041,640.808,10.073,6.867,657.748,423.986,0.608050,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2056,alt,stabil_22_prozent,0.220000,1081.734,2954.327,249.714,3204.041,704.889,10.073,6.867,721.829,359.905,0.667289,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2056,alt,obergrenze_24_prozent,0.240000,1081.734,2954.327,249.714,3204.041,768.970,10.073,6.867,785.910,295.824,0.726528,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2057,alt,ziel_20_prozent,0.200000,1107.415,3009.073,257.311,3266.384,653.277,8.712,7.039,669.028,438.387,0.604135,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2057,alt,stabil_22_prozent,0.220000,1107.415,3009.073,257.311,3266.384,718.604,8.712,7.039,734.356,373.059,0.663126,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2057,alt,obergrenze_24_prozent,0.240000,1107.415,3009.073,257.311,3266.384,783.932,8.712,7.039,799.683,307.731,0.722117,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2058,alt,ziel_20_prozent,0.200000,1133.705,3064.710,265.092,3329.802,665.960,7.533,7.215,680.708,452.997,0.600428,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2058,alt,stabil_22_prozent,0.220000,1133.705,3064.710,265.092,3329.802,732.557,7.533,7.215,747.304,386.400,0.659170,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2058,alt,obergrenze_24_prozent,0.240000,1133.705,3064.710,265.092,3329.802,799.153,7.533,7.215,813.900,319.804,0.717912,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2059,alt,ziel_20_prozent,0.200000,1160.619,3121.248,273.062,3394.310,678.862,6.524,7.395,692.781,467.838,0.596907,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2059,alt,stabil_22_prozent,0.220000,1160.619,3121.248,273.062,3394.310,746.748,6.524,7.395,760.667,399.951,0.655398,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2059,alt,obergrenze_24_prozent,0.240000,1160.619,3121.248,273.062,3394.310,814.635,6.524,7.395,828.554,332.065,0.713890,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2060,alt,ziel_20_prozent,0.200000,1188.171,3178.698,281.225,3459.922,691.984,5.670,7.580,705.234,482.936,0.593546,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2060,alt,stabil_22_prozent,0.220000,1188.171,3178.698,281.225,3459.922,761.183,5.670,7.580,774.433,413.738,0.651786,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2060,alt,obergrenze_24_prozent,0.240000,1188.171,3178.698,281.225,3459.922,830.381,5.670,7.580,843.631,344.539,0.710025,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2061,alt,ziel_20_prozent,0.200000,1216.376,3237.069,289.583,3526.652,705.330,4.954,7.770,718.054,498.322,0.590322,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2061,alt,stabil_22_prozent,0.220000,1216.376,3237.069,289.583,3526.652,775.863,4.954,7.770,788.587,427.789,0.648308,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2061,alt,obergrenze_24_prozent,0.240000,1216.376,3237.069,289.583,3526.652,846.396,4.954,7.770,859.120,357.256,0.706295,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2062,alt,ziel_20_prozent,0.200000,1245.250,3296.372,298.141,3594.512,718.902,4.358,7.964,731.224,514.027,0.587210,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2062,alt,stabil_22_prozent,0.220000,1245.250,3296.372,298.141,3594.512,790.793,4.358,7.964,803.114,442.136,0.644942,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2062,alt,obergrenze_24_prozent,0.240000,1245.250,3296.372,298.141,3594.512,862.683,4.358,7.964,875.004,370.246,0.702673,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2063,alt,ziel_20_prozent,0.200000,1274.809,3356.617,306.901,3663.518,732.704,3.863,8.163,744.729,530.080,0.584189,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2063,alt,stabil_22_prozent,0.220000,1274.809,3356.617,306.901,3663.518,805.974,3.863,8.163,817.999,456.810,0.641664,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2063,alt,obergrenze_24_prozent,0.240000,1274.809,3356.617,306.901,3663.518,879.244,3.863,8.163,891.270,383.540,0.699140,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2064,alt,ziel_20_prozent,0.200000,1305.069,3417.814,315.869,3733.683,746.737,3.452,8.367,758.555,546.514,0.581237,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2064,alt,stabil_22_prozent,0.220000,1305.069,3417.814,315.869,3733.683,821.410,3.452,8.367,833.229,471.840,0.638456,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2064,alt,obergrenze_24_prozent,0.240000,1305.069,3417.814,315.869,3733.683,896.084,3.452,8.367,907.903,397.167,0.695674,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2065,alt,ziel_20_prozent,0.200000,1336.047,3479.973,325.047,3805.020,761.004,3.109,8.576,772.689,563.358,0.578340,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2065,alt,stabil_22_prozent,0.220000,1336.047,3479.973,325.047,3805.020,837.104,3.109,8.576,848.790,487.257,0.635299,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2065,alt,obergrenze_24_prozent,0.240000,1336.047,3479.973,325.047,3805.020,913.205,3.109,8.576,924.890,411.157,0.692259,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2066,alt,ziel_20_prozent,0.200000,1367.759,3543.104,334.440,3877.544,775.509,2.821,8.790,787.120,580.639,0.575482,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2066,alt,stabil_22_prozent,0.220000,1367.759,3543.104,334.440,3877.544,853.060,2.821,8.790,864.671,503.088,0.632181,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2066,alt,obergrenze_24_prozent,0.240000,1367.759,3543.104,334.440,3877.544,930.611,2.821,8.790,942.222,425.537,0.688880,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2067,alt,ziel_20_prozent,0.200000,1400.224,3607.217,344.051,3951.267,790.253,2.576,9.010,801.840,598.384,0.572651,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
